track_id,track_name,artist_id,artist_name,album_id,duration,release_date,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
73zsywzseFww7d1WufgUf4,The Complete Solitude,3fCe404J7Y0c6TC0hblrw9,Evadne,4d2jzogicDTjVHpBMqA76v,548493,2013-06-03,0,0.223,0.771,5,-6.01,0,0.0473,0.000135,0.637,0.196,0.0665,116.251
77uL2MNhowg7HLYdkQ9B5W,One Last Dress for One Last Journey,3fCe404J7Y0c6TC0hblrw9,Evadne,4d2jzogicDTjVHpBMqA76v,500662,2013-06-03,0,0.172,0.882,0,-4.474,0,0.0757,1.13e-05,0.279,0.146,0.163,78.053
0nYIAV6z9wc3xwITneRmlN,All I Will Leave Behind,3fCe404J7Y0c6TC0hblrw9,Evadne,4d2jzogicDTjVHpBMqA76v,653818,2013-06-03,0,0.119,0.706,0,-5.493,0,0.0473,0.000215,0.0102,0.0862,0.108,175.581
4MAvuIlCio4QvslBWWNJ6k,The Wanderer,3fCe404J7Y0c6TC0hblrw9,Evadne,4d2jzogicDTjVHpBMqA76v,266161,2013-06-03,0,0.141,0.691,10,-5.843,0,0.033,4.84e-05,0.88,0.0851,0.0392,79.345
0kGRbgo8H8x6aV4nF1fYS5,Further Away the Light,3fCe404J7Y0c6TC0hblrw9,Evadne,4d2jzogicDTjVHpBMqA76v,481959,2013-06-03,0,0.128,0.832,5,-3.442,0,0.0555,5.64e-06,0.219,0.252,0.173,98.095
6dOB7T2gm9EsxR9ENBAKk5,Gloomy Garden,3fCe404J7Y0c6TC0hblrw9,Evadne,4d2jzogicDTjVHpBMqA76v,567588,2013-06-03,0,0.234,0.764,0,-5.089,0,0.0504,0.000216,0.327,0.0763,0.114,142.012
1owjS2Z369CywqpAfH5t4u,Abscond,6i4hfUB4ANDxB8FgXQLTTo,Red Moon Architect,5TzkvJXPdxM59LH7mK283g,236200,2012-10-12,6,0.333,0.86,2,-4.39,1,0.0403,6.49e-06,0.847,0.103,0.222,80.017
59Mylt15Nfjy7DZXQqrWuf,Funeral,6i4hfUB4ANDxB8FgXQLTTo,Red Moon Architect,5TzkvJXPdxM59LH7mK283g,606360,2012-10-12,8,0.353,0.282,9,-8.178,0,0.039,0.0176,0.731,0.0991,0.0396,119.685
5uDQRLf4dZcHXU3EpdFqer,Death Rank,6i4hfUB4ANDxB8FgXQLTTo,Red Moon Architect,5TzkvJXPdxM59LH7mK283g,216040,2012-10-12,5,0.462,0.916,4,-4.625,1,0.0488,1.41e-05,0.0711,0.247,0.305,134.947
1iFPT0RmsaBIhAAdExVEas,Black Butterflies,6i4hfUB4ANDxB8FgXQLTTo,Red Moon Architect,5TzkvJXPdxM59LH7mK283g,499906,2012-10-12,5,0.132,0.491,5,-6.013,0,0.0702,0.00097,0.655,0.196,0.0397,100.0
334ZRBGrqqPhT2tAahxQP2,Realm,6i4hfUB4ANDxB8FgXQLTTo,Red Moon Architect,5TzkvJXPdxM59LH7mK283g,241506,2012-10-12,6,0.421,0.462,0,-5.715,1,0.0395,0.000484,0.114,0.0954,0.0543,129.977
7g1dQaqt7t2wrf7m7VBMUw,Cradle,6i4hfUB4ANDxB8FgXQLTTo,Red Moon Architect,7qPby5ty7K9CZDK47ntPNr,351479,2015-02-13,4,0.405,0.81,5,-7.797,1,0.0338,8.63e-05,0.921,0.377,0.0997,99.966
1i8pjGLdUOagksBORc7s5U,Betrayed,6i4hfUB4ANDxB8FgXQLTTo,Red Moon Architect,7qPby5ty7K9CZDK47ntPNr,452216,2015-02-13,3,0.361,0.759,0,-6.658,1,0.0372,9.59e-06,0.9,0.0732,0.195,100.061
3RDGhokI7A3Dw4owKbn8b6,The Other Side,6i4hfUB4ANDxB8FgXQLTTo,Red Moon Architect,7qPby5ty7K9CZDK47ntPNr,462952,2015-02-13,3,0.464,0.902,2,-7.028,0,0.0336,7.92e-05,0.821,0.154,0.11,94.016
7vkQlA7akXcNNAenUdojw5,A Wish for a Tear,6i4hfUB4ANDxB8FgXQLTTo,Red Moon Architect,0c97XI5AfGnLw4z4Gr8trh,452204,2015-03-06,13,0.183,0.783,9,-7.953,0,0.0463,0.00074,0.877,0.106,0.0379,105.021
5hx3nWpmbuUAHs6X57k043,Betrayed,6i4hfUB4ANDxB8FgXQLTTo,Red Moon Architect,0c97XI5AfGnLw4z4Gr8trh,452216,2015-03-06,17,0.361,0.759,0,-6.658,1,0.0372,9.59e-06,0.9,0.0732,0.195,100.061
1IwGtVycjyZU3YNFzbBq1q,The Other Side,6i4hfUB4ANDxB8FgXQLTTo,Red Moon Architect,0c97XI5AfGnLw4z4Gr8trh,462952,2015-03-06,8,0.464,0.902,2,-7.028,0,0.0336,7.92e-05,0.821,0.154,0.11,94.016
5A7BjWhW4TnUlCWt7SsKkm,Misanthrope,6i4hfUB4ANDxB8FgXQLTTo,Red Moon Architect,0c97XI5AfGnLw4z4Gr8trh,322719,2015-03-06,8,0.437,0.739,4,-6.125,1,0.0358,3.35e-05,0.927,0.0883,0.267,105.005
1XWROUBUzp8gBzd2sZhLdM,Isolated,6i4hfUB4ANDxB8FgXQLTTo,Red Moon Architect,0c97XI5AfGnLw4z4Gr8trh,298708,2015-03-06,8,0.379,0.51,2,-7.064,1,0.0318,0.000218,0.873,0.0874,0.039,94.99
0i4zgmwNCizS12Wrp425H5,For My...,6i4hfUB4ANDxB8FgXQLTTo,Red Moon Architect,0c97XI5AfGnLw4z4Gr8trh,265423,2015-03-06,7,0.187,0.263,9,-17.344,0,0.0356,0.271,0.822,0.0913,0.0382,66.528
2f6hZ0Xck8I500HfIo1c0L,Cradle,6i4hfUB4ANDxB8FgXQLTTo,Red Moon Architect,0c97XI5AfGnLw4z4Gr8trh,351479,2015-03-06,7,0.405,0.81,5,-7.797,1,0.0338,8.63e-05,0.921,0.377,0.0997,99.966
6M4YAA5PLeosX3NsxJrYtm,This Won't Fade,6i4hfUB4ANDxB8FgXQLTTo,Red Moon Architect,0c97XI5AfGnLw4z4Gr8trh,252058,2015-03-06,8,0.449,0.245,9,-9.55,0,0.0273,0.957,3.03e-06,0.123,0.313,159.693
0XX3LDqPhc3mp9JbGjmufI,My Curse,6i4hfUB4ANDxB8FgXQLTTo,Red Moon Architect,0c97XI5AfGnLw4z4Gr8trh,429915,2015-03-06,10,0.365,0.558,9,-7.809,0,0.0309,0.000277,0.901,0.159,0.0795,79.999
4hxWEdJebfRqKhxR1dfkGR,Decline of Your Consciousness,3t48SzXyVrtNzQdd1HGxQv,My Indifference to Silence,3e3AJZGF0stAYPYn5BMkzi,431751,2012-12-18,0,0.298,0.869,7,-4.456,1,0.0589,0.0146,0.0172,0.31,0.134,119.916
4cixDTnBrEOwCL0fgzsCgJ,For You,3t48SzXyVrtNzQdd1HGxQv,My Indifference to Silence,3e3AJZGF0stAYPYn5BMkzi,336169,2012-12-18,0,0.169,0.966,9,-4.291,1,0.0927,0.000464,0.278,0.171,0.173,199.966
5nuv5zrebRO3l6BbmnVhML,Scream of Despair,3t48SzXyVrtNzQdd1HGxQv,My Indifference to Silence,3e3AJZGF0stAYPYn5BMkzi,373289,2012-12-18,0,0.38,0.841,8,-5.368,0,0.0448,0.00248,0.296,0.219,0.0659,119.608
6QTZhcOsvqCUWROh1235KC,Around You,3t48SzXyVrtNzQdd1HGxQv,My Indifference to Silence,3e3AJZGF0stAYPYn5BMkzi,302524,2012-12-18,0,0.3,0.905,1,-4.85,1,0.0671,0.00343,0.694,0.224,0.272,134.981
003iYTGZmFInXmc1gAVLCE,Your Easy Death,3t48SzXyVrtNzQdd1HGxQv,My Indifference to Silence,3e3AJZGF0stAYPYn5BMkzi,286145,2012-12-18,0,0.386,0.831,9,-5.151,1,0.0508,0.00424,0.402,0.14,0.0566,90.061
34b3FASCaukRm0nePDciNc,Horizon of My Heaven,3t48SzXyVrtNzQdd1HGxQv,My Indifference to Silence,3e3AJZGF0stAYPYn5BMkzi,499853,2012-12-18,0,0.165,0.687,7,-4.593,0,0.0417,0.00137,0.807,0.0764,0.211,79.918
58pFpwUaw9aWLlIFxhi1uk,Falling Stars,3t48SzXyVrtNzQdd1HGxQv,My Indifference to Silence,3e3AJZGF0stAYPYn5BMkzi,356101,2012-12-18,0,0.384,0.906,6,-4.527,1,0.0556,0.00516,0.834,0.195,0.0585,99.981
5Y9LYJJM74HXiuztuLwywt,I Lost Myself,3t48SzXyVrtNzQdd1HGxQv,My Indifference to Silence,3e3AJZGF0stAYPYn5BMkzi,391183,2012-12-18,0,0.154,0.769,4,-4.606,1,0.054,0.00139,0.167,0.0979,0.08,133.402
0IP1UCYKHufV4eVmi1humY,We're All On the Other Side,3t48SzXyVrtNzQdd1HGxQv,My Indifference to Silence,3e3AJZGF0stAYPYn5BMkzi,463177,2012-12-18,0,0.524,0.921,6,-6.943,0,0.0469,0.0276,0.69,0.0637,0.0324,120.003
1oEEhLLdGLqa1T2h0eRKu3,Haunted,6rwGrA9Pa6aQ35TqMLL24P,As Autumn Calls,3g0YnutvvJqA43mGeZ86g5,650249,2013-10-25,2,0.22,0.528,3,-4.89,0,0.0334,0.0214,0.881,0.0908,0.147,75.003
5DortHG0sSfvRrCsZhrrGJ,Black Night Silent,6rwGrA9Pa6aQ35TqMLL24P,As Autumn Calls,3g0YnutvvJqA43mGeZ86g5,559763,2013-10-25,2,0.341,0.825,3,-3.841,0,0.0376,0.000874,0.884,0.0662,0.277,124.057
22lvG4V7S5j1YULNvQs5sP,These Doleful Shades,6rwGrA9Pa6aQ35TqMLL24P,As Autumn Calls,3g0YnutvvJqA43mGeZ86g5,758958,2013-10-25,1,0.185,0.797,8,-4.425,1,0.0457,0.000396,0.915,0.0986,0.217,109.964
7FnTHI2HyORwM6vg12Dfhr,The Light Which No Longer Shines,6rwGrA9Pa6aQ35TqMLL24P,As Autumn Calls,3g0YnutvvJqA43mGeZ86g5,566564,2013-10-25,1,0.166,0.616,3,-5.099,0,0.0434,0.00719,0.901,0.0891,0.172,98.57
4orPlMtxrYocjce0Vw3bum,Darkness Reflected,6rwGrA9Pa6aQ35TqMLL24P,As Autumn Calls,3g0YnutvvJqA43mGeZ86g5,375052,2013-10-25,1,0.269,0.92,6,-2.64,1,0.0465,0.00277,0.884,0.187,0.505,78.021
0uD2YZTPfeoMSO9CIPwGVC,Darkness Confined,6rwGrA9Pa6aQ35TqMLL24P,As Autumn Calls,3g0YnutvvJqA43mGeZ86g5,501246,2013-10-25,2,0.202,0.671,8,-6.618,0,0.0361,0.000446,0.919,0.0806,0.209,150.129
4VBxXGqJlGGcz1cTZKUZ2r,Darkness Everlasting,6rwGrA9Pa6aQ35TqMLL24P,As Autumn Calls,3g0YnutvvJqA43mGeZ86g5,503214,2013-10-25,1,0.259,0.557,1,-4.347,0,0.0391,0.00135,0.886,0.0965,0.143,81.896
0SU4KVRRj39Cb0D8Oyeha2,The Halls of Sorrow,1drLEcxpYx7bv2KRlOX9q5,Ophis,6jy56lyAVUjzmNBOeTXlSM,878640,2010-07-26,0,0.243,0.762,1,-6.832,1,0.0689,0.000764,0.806,0.0466,0.229,132.386
49rrCIbbLa0QPkKQYqtaTe,Suffering Is a Virtue,1drLEcxpYx7bv2KRlOX9q5,Ophis,6jy56lyAVUjzmNBOeTXlSM,577640,2010-07-26,0,0.133,0.719,1,-6.214,0,0.0741,0.000422,0.846,0.119,0.137,90.132
3Z397TtwxPp3v2vmFhmBib,Earth Expired,1drLEcxpYx7bv2KRlOX9q5,Ophis,6jy56lyAVUjzmNBOeTXlSM,693640,2010-07-26,0,0.167,0.737,8,-6.641,1,0.0786,0.00031,0.564,0.0962,0.194,77.239
0B0VYfZA5ZgL5cQyLl9bHy,Necrotic Reflection,1drLEcxpYx7bv2KRlOX9q5,Ophis,6jy56lyAVUjzmNBOeTXlSM,949640,2010-07-26,0,0.167,0.639,6,-6.224,0,0.0601,0.00042,0.85,0.293,0.17,91.151
6ctDhbG8JkpGKfPeJ5C8ua,Halo of Worms,1drLEcxpYx7bv2KRlOX9q5,Ophis,6jy56lyAVUjzmNBOeTXlSM,766640,2010-07-26,0,0.149,0.535,1,-8.273,1,0.0433,0.00607,0.853,0.145,0.0663,81.161
4u7eJ5CKWbW0DkqwXwD65R,Disquisition of the Burning,1drLEcxpYx7bv2KRlOX9q5,Ophis,0DAw2GglrFRClYQ8agX02r,894131,2014-09-05,3,0.283,0.727,6,-4.896,0,0.0464,0.000146,0.514,0.145,0.244,116.871
04BMgQONmv8uP1uxti2lUu,Among the Falling Stones,1drLEcxpYx7bv2KRlOX9q5,Ophis,0DAw2GglrFRClYQ8agX02r,773558,2014-09-05,12,0.268,0.686,2,-6.623,1,0.0315,0.00161,0.749,0.0824,0.0601,81.419
6CB9Cwk754apOLdAkBM9wa,A Waltz Perverse,1drLEcxpYx7bv2KRlOX9q5,Ophis,0DAw2GglrFRClYQ8agX02r,556331,2014-09-05,3,0.239,0.909,9,-5.427,1,0.0477,0.000629,0.783,0.0996,0.0589,131.926
6lN8l23FXclH2luktvo4du,Somnolent Despondency,1drLEcxpYx7bv2KRlOX9q5,Ophis,0DAw2GglrFRClYQ8agX02r,712611,2014-09-05,3,0.288,0.806,6,-5.436,1,0.0481,0.00071,0.654,0.0919,0.347,127.567
1wCr5U1YzRqx76VBptG2ko,Resurrectum,1drLEcxpYx7bv2KRlOX9q5,Ophis,0DAw2GglrFRClYQ8agX02r,709691,2014-09-05,3,0.324,0.855,1,-4.509,1,0.0424,6.56e-05,0.695,0.19,0.261,116.421
7p7VtQpAkvdD1zYSRN9jGI,Thief of Light,0By0WhRLRodoedaGzJYmz6,Remembrance,7zfcb0Ly5pqBB8sXrUV2Lj,639760,2008-10-03,5,0.364,0.518,6,-6.16,0,0.0341,0.146,0.892,0.106,0.0361,110.189
7h0kpkhfcgfanLf70QCEAY,Death Diaries,0By0WhRLRodoedaGzJYmz6,Remembrance,7zfcb0Ly5pqBB8sXrUV2Lj,553760,2008-10-03,4,0.162,0.32,6,-7.79,0,0.0378,0.00423,0.906,0.16,0.0387,111.113
3p5NohHfRzdIom7VMcoE3M,Silencing the Moments,0By0WhRLRodoedaGzJYmz6,Remembrance,7zfcb0Ly5pqBB8sXrUV2Lj,676133,2008-10-03,4,0.351,0.54,10,-5.415,0,0.0378,0.00884,0.684,0.103,0.0455,115.05
3GIZ1AqhWsa0BNKY0u8xat,These Hallways Are Eternal,0By0WhRLRodoedaGzJYmz6,Remembrance,7zfcb0Ly5pqBB8sXrUV2Lj,161893,2008-10-03,3,0.169,0.258,2,-11.012,1,0.0402,0.819,0.596,0.164,0.0423,115.58
6lsauFZmXRdWfwb5tbw8g8,Fragments,0By0WhRLRodoedaGzJYmz6,Remembrance,7zfcb0Ly5pqBB8sXrUV2Lj,599506,2008-10-03,4,0.343,0.515,0,-5.144,0,0.0332,0.0301,0.716,0.0962,0.101,104.86
0Xlf2HbcqApC8VocOujzrr,One Reckless Sleep,0By0WhRLRodoedaGzJYmz6,Remembrance,7zfcb0Ly5pqBB8sXrUV2Lj,717920,2008-10-03,3,0.137,0.466,3,-4.887,1,0.0358,0.0295,0.906,0.331,0.0334,92.053
6xjeiuvCBuRYCfGr6VgYCc,Ageless Fever,0By0WhRLRodoedaGzJYmz6,Remembrance,5xtrtrljNVpMUfkDlW4mOH,425333,2010-05-31,14,0.284,0.448,11,-6.05,0,0.0338,0.0294,0.816,0.174,0.035,130.221
63fzxvmGs3Mq43bvgGgg7o,Stone Mirrors,0By0WhRLRodoedaGzJYmz6,Remembrance,5xtrtrljNVpMUfkDlW4mOH,565120,2010-05-31,9,0.288,0.44,3,-5.489,0,0.0396,0.256,0.909,0.144,0.0391,84.968
6yJxoL3sqQDCtcnoGk5f6o,The Omen,0By0WhRLRodoedaGzJYmz6,Remembrance,5xtrtrljNVpMUfkDlW4mOH,425933,2010-05-31,11,0.0975,0.525,5,-5.27,0,0.0495,0.0575,0.881,0.188,0.0524,89.592
6RYggD1dY7PLgreXMyYLWK,Our Memories Are Made of Stones,0By0WhRLRodoedaGzJYmz6,Remembrance,5xtrtrljNVpMUfkDlW4mOH,273706,2010-05-31,7,0.191,0.475,1,-12.057,1,0.0407,0.82,0.937,0.31,0.0618,84.321
5NBkhYn6hvCBJqeuvWfZwR,Ice Cold Conscience,0By0WhRLRodoedaGzJYmz6,Remembrance,5xtrtrljNVpMUfkDlW4mOH,511320,2010-05-31,6,0.101,0.451,0,-4.653,0,0.0383,0.0132,0.878,0.209,0.126,87.106
3cq3WCY2oBwNcHL8Z7IJZf,Winter Tides,0By0WhRLRodoedaGzJYmz6,Remembrance,5xtrtrljNVpMUfkDlW4mOH,472226,2010-05-31,5,0.161,0.564,2,-5.205,0,0.0408,0.359,0.844,0.101,0.0412,105.278
6K0LaacuKTaNrOO2kupJjp,Obsidian,0By0WhRLRodoedaGzJYmz6,Remembrance,5xtrtrljNVpMUfkDlW4mOH,410413,2010-05-31,8,0.0744,0.407,9,-5.936,1,0.0369,0.283,0.956,0.109,0.037,80.265
7vJOIBGp9ycPbYONd8lfhk,The Womb Beyond the World,5Wwd0udI36S5CKfksJI2tl,The Howling Void,7CgmA6oCvkhdZu3rCiLuqT,859245,2012-12-18,0,0.164,0.219,9,-6.4,1,0.0444,0.000366,0.572,0.164,0.0306,128.18
0lEqoWFn87p1OuqBldaT8l,The Silence of Centuries End,5Wwd0udI36S5CKfksJI2tl,The Howling Void,7CgmA6oCvkhdZu3rCiLuqT,1094817,2012-12-18,0,0.193,0.296,1,-6.592,1,0.0401,0.0028,0.73,0.0947,0.0315,68.179
6P3ysTznuk6FlIjrG3mANy,Lightless Depths,5Wwd0udI36S5CKfksJI2tl,The Howling Void,7CgmA6oCvkhdZu3rCiLuqT,1095627,2012-12-18,0,0.142,0.208,2,-6.644,1,0.0414,0.00319,0.904,0.11,0.0277,138.806
3vhZrvStqHQjJO1B8NgcN9,Eleleth,5Wwd0udI36S5CKfksJI2tl,The Howling Void,7CgmA6oCvkhdZu3rCiLuqT,515474,2012-12-18,0,0.2,0.0748,0,-13.973,1,0.0357,0.909,0.992,0.0776,0.03,68.431
7FfyG0OSu1XIP2KkIdoAEr,A Long Day's Journey into Night,5Wwd0udI36S5CKfksJI2tl,The Howling Void,2fyPhsYatyWipHiFVfuRRo,886413,2014-03-25,0,0.13,0.286,4,-9.611,0,0.0399,0.318,0.962,0.186,0.0266,143.95
5oAGOlbDPZvtGkfzdnY8LW,In Subterranean Temples,5Wwd0udI36S5CKfksJI2tl,The Howling Void,2fyPhsYatyWipHiFVfuRRo,536424,2014-03-25,0,0.161,0.196,8,-10.64,1,0.0457,0.337,0.78,0.286,0.0293,129.357
1fi5xOqPV7tsnpZtoBxGPa,God of the Gallows,5Wwd0udI36S5CKfksJI2tl,The Howling Void,2fyPhsYatyWipHiFVfuRRo,221936,2014-03-25,0,0.143,0.0677,9,-20.231,0,0.0468,0.368,0.991,0.0737,0.0291,138.906
4tpR7dkYPwMTyN0xZia78c,Mist and Moonlight,5Wwd0udI36S5CKfksJI2tl,The Howling Void,2fyPhsYatyWipHiFVfuRRo,772284,2014-03-25,0,0.121,0.238,6,-9.794,1,0.0391,0.201,0.699,0.145,0.0294,97.06
0y9FL036RUXThJ8ds35q5W,The Chaos Beyond the Stars,5Wwd0udI36S5CKfksJI2tl,The Howling Void,2fyPhsYatyWipHiFVfuRRo,591595,2014-03-25,0,0.169,0.129,9,-10.704,1,0.0418,0.469,0.943,0.325,0.0321,67.201
33GrdlQW19wXcvODHOtAeG,Voidward,5Wwd0udI36S5CKfksJI2tl,The Howling Void,2fyPhsYatyWipHiFVfuRRo,761417,2014-03-25,0,0.0833,0.142,3,-18.011,1,0.0494,0.461,0.806,0.109,0.0352,84.377
6sxWbBb3ZUnaT8PgbLPDvm,Wounds Of Rejection,4razy3wlCYJqk0mzeF2X7a,Before The Rain,36rnGD755kaaTa2bf3NYrT,730973,2011-12-29,12,0.13,0.412,6,-5.951,0,0.0347,0.000501,0.793,0.222,0.0727,75.935
7GMUUfzaWUS4xBnY3mY678,You... My Ruin,4razy3wlCYJqk0mzeF2X7a,Before The Rain,36rnGD755kaaTa2bf3NYrT,401400,2011-12-29,12,0.235,0.491,1,-6.299,0,0.0337,0.00102,0.34,0.0875,0.124,140.144
53VBNdTvcLx9dg2UyvtnHk,Paragraph,4razy3wlCYJqk0mzeF2X7a,Before The Rain,36rnGD755kaaTa2bf3NYrT,213586,2011-12-29,8,0.494,0.217,6,-14.633,0,0.0302,0.961,0.0821,0.108,0.183,99.617
65LT9rEC3hiYZ6nfEyjDgU,Frameless,4razy3wlCYJqk0mzeF2X7a,Before The Rain,36rnGD755kaaTa2bf3NYrT,594320,2011-12-29,9,0.217,0.549,1,-6.568,0,0.0354,0.0127,0.908,0.107,0.0395,90.084
02caLXT8WXJTp097UAQVPq,Be Mine,4razy3wlCYJqk0mzeF2X7a,Before The Rain,36rnGD755kaaTa2bf3NYrT,961573,2011-12-29,6,0.256,0.546,6,-7.111,0,0.0354,0.000253,0.783,0.108,0.176,114.893
3FxS7BMjEmOvPQ4nt2mo06,One Day Less,4razy3wlCYJqk0mzeF2X7a,Before The Rain,36rnGD755kaaTa2bf3NYrT,1077160,2011-12-29,7,0.176,0.59,1,-5.624,0,0.0363,4.6e-05,0.696,0.0615,0.203,76.044
0nqhs2zIfoA3S5kFA2v9Vh,Coalescent of the Inhumane Awareness,4iphY1yaSZFjBaEO3wEwAv,Tyranny,5I82VUZezI2RSSY4Lgz2w7,869906,2005,6,0.0927,0.549,4,-7.051,0,0.0387,0.0238,0.834,0.136,0.036,88.449
0BfSjlqyLj8XriN7r1hThp,Sonorous Howl from Beyond the Stars,4iphY1yaSZFjBaEO3wEwAv,Tyranny,5I82VUZezI2RSSY4Lgz2w7,701880,2005,3,0.147,0.528,4,-9.093,0,0.0375,0.0749,0.911,0.132,0.0587,80.81
57xUhHa5N269938fNjQS9H,Upon the War-Torn Shape of Cold Earth,4iphY1yaSZFjBaEO3wEwAv,Tyranny,5I82VUZezI2RSSY4Lgz2w7,1035040,2005,3,0.0889,0.387,8,-10.143,1,0.0413,0.0223,0.843,0.161,0.0392,86.817
1jrbxdhgH0qeeExosDS5xU,In the Arcane Clasp of Unwritten Hours,4iphY1yaSZFjBaEO3wEwAv,Tyranny,5I82VUZezI2RSSY4Lgz2w7,926560,2005,2,0.12,0.571,4,-9.918,1,0.04,0.00928,0.836,0.132,0.0622,96.675
5eUMXM8OuFNBQAFuROQhPA,Entreaties to Primeaeval Chaos,4iphY1yaSZFjBaEO3wEwAv,Tyranny,5I82VUZezI2RSSY4Lgz2w7,463653,2005,2,0.204,0.84,1,-12.441,1,0.254,0.467,0.852,0.109,0.0368,114.484
6ClfwowVclwpd8uwP3PJee,Passing Through Ague,4iphY1yaSZFjBaEO3wEwAv,Tyranny,42Ms5hDyZ7Ks02jbYQs48O,813746,2008-10-03,3,0.0679,0.666,9,-6.961,1,0.0448,0.0425,0.929,0.11,0.0555,77.048
0dwbi1JhbPtA8NXSgqR4ck,The Leaden Stream,4iphY1yaSZFjBaEO3wEwAv,Tyranny,42Ms5hDyZ7Ks02jbYQs48O,851733,2008-10-03,3,0.18,0.519,9,-8.757,0,0.034,0.271,0.927,0.0837,0.0392,75.187
4ZSLDsjoVRLMTCx4EWDttb,Drown,4iphY1yaSZFjBaEO3wEwAv,Tyranny,42Ms5hDyZ7Ks02jbYQs48O,1016906,2008-10-03,3,0.12,0.582,5,-9.621,1,0.0456,0.337,0.945,0.106,0.0399,83.365
14UMKbsOx7kSYnzmvPD1A6,Sunless Deluge,4iphY1yaSZFjBaEO3wEwAv,Tyranny,22MZctdkAToG3BzBemq0iF,642976,2016-02-26,10,0.165,0.306,1,-11.535,1,0.0436,0.0078,0.831,0.115,0.0381,102.004
1nqie42ZwL4iZlMrGqAITZ,A Voice Given Unto Ruin,4iphY1yaSZFjBaEO3wEwAv,Tyranny,22MZctdkAToG3BzBemq0iF,748800,2016-02-26,6,0.306,0.62,9,-11.924,1,0.0656,0.00183,0.773,0.145,0.0653,100.031
5IXLcdZtwh3QFC7VARuAI9,Preparation of a Vessel,4iphY1yaSZFjBaEO3wEwAv,Tyranny,22MZctdkAToG3BzBemq0iF,456220,2016-02-26,7,0.156,0.577,2,-10.123,1,0.0504,0.00595,0.923,0.105,0.122,88.045
7qFio0lq6q9zxk6Q0kH6of,The Stygian Enclave,4iphY1yaSZFjBaEO3wEwAv,Tyranny,22MZctdkAToG3BzBemq0iF,579940,2016-02-26,6,0.0674,0.362,9,-9.522,1,0.0426,0.00026,0.897,0.0986,0.0454,77.385
1FSL24LPPXTW2fzf6wlnfV,Bells of the Black Basilica,4iphY1yaSZFjBaEO3wEwAv,Tyranny,22MZctdkAToG3BzBemq0iF,641500,2016-02-26,5,0.197,0.321,6,-13.645,1,0.0404,0.071,0.853,0.092,0.0575,81.109
1g9XjnEQ5I9rsHaY1fE1KQ,...In The Mist,7Dw0RaAayqoGd0z2oHT4R6,Shape Of Despair,3dquRmbltcYhGDY5RbzcOu,823293,2000,0,0.33,0.592,10,-7.305,0,0.0379,0.0003,0.842,0.236,0.0367,114.059
61hOjN2V1bEhw1QnYavwD8,Woundheir,7Dw0RaAayqoGd0z2oHT4R6,Shape Of Despair,3dquRmbltcYhGDY5RbzcOu,644266,2000,0,0.37,0.634,0,-5.811,0,0.04,7.91e-05,0.824,0.291,0.039,115.007
08T4RMS8MlQBPiaHzWHZCb,Shadowed Dreams,7Dw0RaAayqoGd0z2oHT4R6,Shape Of Despair,3dquRmbltcYhGDY5RbzcOu,672200,2000,0,0.314,0.528,0,-5.899,0,0.0415,2.84e-05,0.92,0.101,0.0363,112.961
3M6FD2BVidP2N0eaFS94AV,Down Into The Stream,7Dw0RaAayqoGd0z2oHT4R6,Shape Of Despair,3dquRmbltcYhGDY5RbzcOu,500066,2000,0,0.0668,0.704,3,-6.245,1,0.0452,0.000225,0.778,0.097,0.0822,73.33
3bHJSwCL4wMKBOYpeZYTmI,Sylvan-Night,7Dw0RaAayqoGd0z2oHT4R6,Shape Of Despair,3dquRmbltcYhGDY5RbzcOu,780573,2000,0,0.209,0.619,7,-7.794,0,0.0393,0.0014,0.933,0.115,0.0407,93.936
7AZAoicXr9GRPbpzeKinbM,Fallen,7Dw0RaAayqoGd0z2oHT4R6,Shape Of Despair,5eHLW4hwMsIjP9QyXx5ntw,369160,2010-01-01,10,0.0913,0.398,0,-6.393,1,0.0377,0.00147,0.677,0.121,0.0305,88.111
3ujTe4lWc9qki77grhiVDg,Angels of Distress,7Dw0RaAayqoGd0z2oHT4R6,Shape Of Despair,5eHLW4hwMsIjP9QyXx5ntw,582266,2010-01-01,14,0.282,0.582,4,-3.442,0,0.0348,0.0121,0.817,0.105,0.0775,94.962
4tkt72n4er12XEONQqdxya,Quiet These Paintings Are,7Dw0RaAayqoGd0z2oHT4R6,Shape Of Despair,5eHLW4hwMsIjP9QyXx5ntw,878040,2010-01-01,11,0.261,0.403,7,-6.713,1,0.0336,0.0909,0.831,0.128,0.0392,89.978
29PUiw0QLAzeL0X7vQkbdZ,...To Live for My Death...,7Dw0RaAayqoGd0z2oHT4R6,Shape Of Despair,5eHLW4hwMsIjP9QyXx5ntw,1039733,2010-01-01,9,0.123,0.463,3,-6.014,1,0.0338,0.00789,0.886,0.0828,0.0365,89.849
4LwSng63ZWWNQiCjqWLEAD,Night's Dew,7Dw0RaAayqoGd0z2oHT4R6,Shape Of Despair,5eHLW4hwMsIjP9QyXx5ntw,419906,2010-01-01,9,0.254,0.355,7,-8.379,0,0.0348,0.0382,0.887,0.511,0.0382,91.854
